"","date","cases"
"283",2020-12-08,7
"284",2020-12-09,9
"285",2020-12-10,6
"286",2020-12-11,10
"287",2020-12-12,3
"288",2020-12-13,16
"289",2020-12-14,8
"290",2020-12-15,6
"291",2020-12-16,1
"292",2020-12-17,8
"293",2020-12-18,7
"294",2020-12-19,5
"295",2020-12-20,12
"296",2020-12-21,7
"297",2020-12-22,13
"298",2020-12-23,10
"299",2020-12-24,9
"300",2020-12-25,2
"301",2020-12-26,4
"302",2020-12-27,11
"303",2020-12-28,14
"304",2020-12-29,14
"305",2020-12-30,13
"306",2020-12-31,17
